employeeId,department,tenure_months,attendance_rate,late_count,absence_count,leave_days_taken,annual_leave_remaining,performance_score,dept_avg_performance,overtime_hours,half_day_count,prev_month_score,manager_change_count,warnings_issued,attrition_risk,attrition_label
EMP1548,Operations,13,54.8,9,6,5,15,65.0,88.01,3.9,0,67.05,1,0,19.63,0
EMP1549,Engineering,66,75.91,6,5,4,16,39.98,70.06,6.4,0,35.98,1,0,13.82,0
EMP1550,Support,21,76.22,6,2,6,14,60.19,79.68,0,0,62.87,0,0,9.18,0
EMP1551,Finance,22,98.28,3,0,2,18,55.35,64.72,5.8,1,53.41,0,0,8.23,0
EMP1552,HR,20,58.26,12,6,4,16,100.0,81.54,1.0,0,100.0,0,0,15.48,0
EMP1553,Engineering,57,100.0,2,0,10,10,58.18,79.19,3.1,3,54.3,1,0,4.32,0
EMP1554,Engineering,83,100.0,2,0,7,13,83.25,87.26,6.6,1,79.19,1,0,5.64,0
EMP1555,HR,45,64.0,5,4,3,17,76.8,78.68,4.3,1,68.88,0,0,10.56,0
EMP1556,HR,36,97.58,2,2,8,12,67.58,77.41,7.9,1,65.56,1,0,11.07,0
EMP1557,Engineering,2,90.86,0,2,16,4,83.38,84.59,0,0,73.66,1,0,11.72,0
EMP1558,Support,82,87.36,3,2,3,17,75.22,70.95,0.2,0,72.64,0,2,11.99,0
EMP1559,Finance,7,85.22,1,1,8,12,67.49,70.73,7.3,0,63.86,1,1,6.58,0
EMP1560,HR,46,100.0,0,0,0,20,49.42,60.41,0,0,48.97,1,2,2.18,0
EMP1561,HR,28,77.04,6,3,11,9,89.73,78.41,0,0,99.55,0,0,11.64,0
EMP1562,Support,53,90.21,0,1,15,5,73.88,83.39,3.0,0,78.37,0,0,5.64,0
EMP1563,Finance,8,75.67,7,2,5,15,67.17,76.14,2.3,1,69.27,3,0,16.14,1
EMP1564,HR,58,90.8,4,3,3,17,64.64,76.76,0,0,62.08,0,2,7.63,0
EMP1565,Sales,45,90.59,2,2,12,8,100.0,80.06,4.6,0,100.0,0,1,6.25,0
EMP1566,Finance,88,80.94,2,3,2,18,54.76,73.43,6.1,0,46.97,0,0,3.12,0
EMP1567,Operations,52,72.34,9,4,5,15,54.77,87.04,0,0,58.39,0,0,18.5,0
EMP1568,Support,45,81.62,5,4,10,10,70.32,61.07,0,1,71.05,0,0,12.79,0
EMP1569,Finance,41,88.31,1,1,8,12,74.71,81.01,14.7,0,71.48,0,0,6.48,0
EMP1570,Engineering,86,82.39,5,4,6,14,75.82,75.43,0,3,65.9,0,0,13.01,0
EMP1571,Support,57,86.42,3,1,7,13,68.72,77.93,0.1,1,67.63,0,0,4.28,0
EMP1572,Engineering,40,78.3,7,2,0,20,43.69,83.5,10.4,0,40.37,1,0,9.93,0
EMP1573,Finance,30,94.93,0,0,4,16,69.37,85.77,0.5,0,74.52,0,1,4.75,0
EMP1574,Support,19,68.1,7,4,10,10,82.93,69.62,8.2,1,87.14,0,0,17.3,0
EMP1575,Support,34,89.74,3,2,5,15,69.45,70.72,1.2,1,75.56,1,1,4.34,0
EMP1576,HR,16,85.51,2,2,8,12,44.58,85.04,0.8,0,37.17,0,0,12.65,0
EMP1577,Sales,15,91.61,1,0,3,17,72.08,76.98,0.8,2,65.18,0,1,7.72,0
EMP1578,Support,59,75.33,6,3,4,16,54.53,66.39,4.5,0,50.93,1,1,19.57,0
EMP1579,Engineering,33,87.41,3,2,5,15,87.73,74.54,0,0,94.07,0,0,5.73,0
EMP1580,Engineering,22,76.24,4,2,9,11,75.87,73.48,12.1,0,86.27,0,0,8.44,0
EMP1581,Engineering,69,86.36,2,2,3,17,78.56,75.41,11.6,1,79.92,0,1,8.99,0
EMP1582,HR,8,96.35,1,0,9,11,56.82,71.21,7.4,2,55.15,0,1,7.68,0
EMP1583,Sales,16,85.19,1,2,15,5,75.41,73.32,1.8,2,83.13,0,0,8.59,0
EMP1584,Sales,91,83.21,5,2,8,12,81.29,74.44,13.5,1,81.75,2,0,1.91,0
EMP1585,Finance,4,92.94,0,1,5,15,80.58,71.77,3.6,3,86.6,1,0,11.15,0
EMP1586,Finance,47,76.09,6,2,5,15,68.69,78.31,9.8,2,70.58,1,1,14.11,0
EMP1587,Sales,54,88.01,0,1,11,9,92.08,75.73,0,1,98.21,2,0,3.26,0
EMP1588,Operations,70,96.31,0,0,0,20,95.68,77.37,12.6,0,98.47,1,2,0.0,0
EMP1589,HR,23,79.88,5,3,11,9,71.7,61.6,6.8,0,69.61,1,0,10.35,0
EMP1590,Sales,51,100.0,0,0,16,4,73.75,74.99,9.2,0,75.16,0,2,6.59,0
EMP1591,Sales,72,89.6,1,3,8,12,55.03,69.86,0,1,55.73,1,0,14.92,0
EMP1592,Support,77,100.0,1,0,8,12,69.22,91.06,9.2,3,72.96,1,0,6.05,0
EMP1593,Operations,66,95.58,2,0,7,13,59.17,54.22,0,0,57.69,1,0,6.27,0
EMP1594,Support,67,75.38,3,2,8,12,59.25,79.44,5.2,1,53.72,0,0,8.21,0
EMP1595,HR,46,82.67,4,1,3,17,100.0,78.2,4.1,1,99.6,1,1,12.86,0
EMP1596,Engineering,53,89.65,3,0,1,19,65.28,80.48,0,1,69.44,0,0,4.44,0
EMP1597,Sales,10,100.0,1,0,15,5,69.03,77.01,2.7,0,60.62,1,0,5.95,0
EMP1598,HR,10,75.48,6,4,13,7,80.56,78.97,0,0,85.81,1,0,15.75,0
EMP1599,Finance,75,100.0,0,0,13,7,88.94,78.9,8.8,0,91.3,0,0,6.64,0
EMP1600,Operations,88,74.97,5,3,5,15,62.76,73.81,0,2,63.32,1,1,18.48,0
EMP1601,Engineering,77,85.66,2,0,5,15,55.48,87.39,0,2,47.09,2,2,5.15,0
EMP1602,Operations,91,96.34,3,1,11,9,75.98,72.72,6.1,1,84.04,0,0,11.7,0
EMP1603,Engineering,78,89.22,5,2,2,18,51.33,76.76,0,0,50.02,1,0,7.49,0
EMP1604,Operations,81,84.66,6,0,5,15,67.13,82.17,8.3,1,64.84,1,1,7.2,0
EMP1605,Engineering,9,94.0,0,0,6,14,70.95,73.56,1.1,0,71.58,3,0,3.29,0
EMP1606,Operations,83,99.19,2,0,14,6,49.5,72.43,0,3,47.83,0,1,9.83,0
EMP1607,Engineering,13,92.28,1,1,4,16,85.64,60.19,0.2,3,94.48,0,0,12.52,0
EMP1608,Finance,1,84.68,2,0,11,9,80.49,74.25,0,2,79.35,3,0,11.81,0
EMP1609,Finance,64,78.04,7,2,6,14,75.39,70.74,11.9,0,76.98,0,0,12.13,0
EMP1610,Operations,50,99.36,0,0,6,14,66.37,72.33,8.3,0,62.26,0,0,0.0,0
EMP1611,Support,49,71.84,7,5,7,13,76.89,76.01,11.4,1,69.19,1,0,15.08,0
EMP1612,Sales,87,100.0,0,0,15,5,88.25,79.21,0.1,0,94.5,0,0,7.44,0
EMP1613,Finance,87,71.75,6,5,7,13,67.58,84.43,2.0,0,68.06,1,0,15.77,0
EMP1614,Finance,23,83.86,6,3,16,4,90.74,70.15,9.5,1,88.14,0,1,17.82,0
EMP1615,Sales,82,100.0,0,0,5,15,68.39,63.79,5.1,2,85.69,1,0,6.01,0
EMP1616,Operations,42,69.51,5,3,8,12,73.61,69.89,2.8,2,76.7,0,0,12.45,0
EMP1617,Operations,36,100.0,0,0,5,15,48.23,65.36,7.4,0,58.96,0,0,4.52,0
EMP1618,Support,3,100.0,0,0,8,12,85.09,77.75,2.7,2,78.22,0,1,4.8,0
EMP1619,HR,14,80.88,6,2,11,9,64.67,86.44,8.5,0,72.42,0,0,12.14,0
EMP1620,Support,88,92.14,3,2,18,2,58.64,66.14,6.9,5,53.15,2,0,13.54,0
EMP1621,HR,53,97.79,0,1,6,14,71.18,70.92,0,3,74.18,0,0,1.03,0
EMP1622,Finance,58,100.0,2,0,5,15,95.04,75.41,9.3,0,93.92,1,1,0.47,0
EMP1623,Engineering,81,70.9,8,3,7,13,74.8,85.22,0,0,84.77,0,0,11.05,1
EMP1624,Engineering,19,73.37,7,3,7,13,81.04,81.67,4.0,3,72.9,0,1,9.33,0
EMP1625,Sales,49,88.21,2,1,11,9,94.41,74.91,0,0,100.0,0,0,7.89,0
EMP1626,Support,95,86.3,2,0,6,14,79.81,67.22,6.3,0,83.26,2,0,7.43,0
EMP1627,HR,39,85.89,4,0,9,11,60.67,60.38,13.3,0,49.43,0,0,8.19,0
EMP1628,Sales,63,91.67,0,0,8,12,66.13,73.64,8.3,0,69.53,0,0,7.72,0
EMP1629,HR,33,100.0,0,2,6,14,58.5,68.92,2.3,0,59.5,2,0,9.65,0
EMP1630,Sales,57,82.03,5,4,11,9,76.11,77.91,12.1,1,67.44,1,0,12.23,1
EMP1631,HR,48,72.49,8,5,13,7,71.78,55.07,1.6,0,66.36,0,0,19.46,0
EMP1632,Support,17,99.87,0,1,9,11,94.47,76.41,2.7,0,89.32,0,0,3.93,0
EMP1633,Finance,75,100.0,0,0,6,14,54.71,64.29,3.9,0,48.71,0,0,5.3,0
EMP1634,Operations,96,100.0,0,0,12,8,69.45,57.8,8.3,0,74.2,0,0,4.21,0
EMP1635,Support,75,72.79,7,5,2,18,66.45,65.1,0,0,65.45,0,0,10.71,0
EMP1636,Sales,9,86.82,4,2,10,10,71.71,78.29,9.8,0,63.93,0,0,9.69,0
EMP1637,Operations,20,91.68,2,3,11,9,60.67,72.54,8.8,1,59.51,0,0,7.85,0
EMP1638,Finance,22,87.29,4,1,9,11,81.26,74.71,5.1,3,88.83,0,1,5.06,0
EMP1639,Operations,46,100.0,0,0,1,19,83.18,89.28,0,0,78.39,0,0,2.39,0
EMP1640,Operations,2,97.1,2,1,16,4,97.68,71.84,3.5,1,95.77,0,0,11.86,0
EMP1641,HR,71,79.19,4,1,4,16,80.15,71.71,0,4,73.35,3,0,8.55,0
EMP1642,Sales,15,80.1,5,2,6,14,81.57,69.11,1.3,1,92.88,0,0,5.9,0
EMP1643,Operations,69,96.51,1,0,10,10,62.59,83.25,15.8,2,46.29,0,0,7.09,0
EMP1644,Engineering,76,87.49,2,2,9,11,64.97,77.88,5.4,0,65.65,0,0,6.25,0
EMP1645,Engineering,9,86.54,3,2,9,11,89.07,85.75,9.0,2,89.48,2,0,6.6,0
EMP1646,Finance,41,68.99,8,4,5,15,77.86,78.05,2.0,0,72.79,0,0,10.14,0
EMP1647,Sales,35,85.81,3,1,9,11,57.21,81.66,7.8,2,50.62,0,0,10.95,1
EMP1648,Engineering,90,85.51,1,2,10,10,76.22,66.89,2.6,0,73.29,1,0,7.69,0
EMP1649,HR,22,81.11,3,1,3,17,77.34,77.21,8.5,0,76.92,0,0,3.79,0
EMP1650,Support,82,69.12,5,3,4,16,75.12,63.0,6.6,1,67.54,2,0,13.11,0
EMP1651,Finance,79,81.7,4,3,3,17,81.27,71.08,8.1,1,80.02,0,0,12.73,0
EMP1652,Support,3,86.17,2,1,4,16,87.62,74.54,5.4,1,88.21,0,0,1.77,0
EMP1653,HR,34,67.33,8,4,2,18,61.94,91.01,5.8,0,69.96,0,0,9.33,0
EMP1654,Operations,5,97.9,1,0,5,15,77.36,65.82,1.3,2,73.38,2,0,5.74,0
EMP1655,Sales,80,90.26,1,0,14,6,67.65,88.83,0,1,69.22,0,1,7.79,0
EMP1656,Finance,62,92.69,0,1,0,20,90.12,84.5,4.7,1,93.9,1,0,5.86,0
EMP1657,Finance,94,88.19,3,1,4,16,93.76,81.39,8.6,0,97.97,0,0,4.55,0
EMP1658,Finance,12,99.86,0,0,9,11,53.21,84.09,10.9,0,49.4,0,0,4.93,0
EMP1659,Sales,96,90.89,0,0,13,7,91.43,67.05,10.5,0,100.0,2,0,2.89,0
EMP1660,Engineering,15,81.15,4,2,8,12,87.5,63.43,8.3,0,83.2,0,0,2.35,0
EMP1661,HR,36,81.19,6,1,8,12,71.62,68.56,1.5,2,76.84,0,2,12.85,0
EMP1662,Support,43,82.29,3,0,7,13,70.62,78.33,3.4,0,79.93,0,0,3.06,0
EMP1663,Operations,55,68.96,8,5,3,17,78.82,68.58,6.5,0,70.75,1,0,17.44,0
EMP1664,Finance,15,78.11,4,2,6,14,68.7,93.98,8.6,0,55.62,0,1,13.24,0
EMP1665,Engineering,11,88.58,1,0,8,12,79.32,79.56,7.5,0,83.62,0,0,3.88,0
EMP1666,Sales,7,74.76,5,3,13,7,79.54,68.66,0,1,80.3,0,2,14.8,1
EMP1667,Finance,29,79.72,5,3,3,17,55.2,80.84,7.4,0,61.04,0,0,15.15,0
EMP1668,Sales,56,78.58,5,3,0,20,68.89,82.4,10.4,0,66.46,1,1,9.13,1
EMP1669,Sales,89,96.44,2,1,7,13,71.77,80.37,9.8,0,58.13,0,1,4.05,0
EMP1670,Support,85,89.83,3,2,8,12,67.4,86.41,14.2,0,71.85,0,0,9.66,0
EMP1671,Finance,37,87.99,2,0,5,15,89.86,68.44,11.4,2,90.83,2,0,3.02,0
EMP1672,Finance,9,98.32,2,0,9,11,65.48,68.66,11.6,0,75.27,0,0,7.5,0
EMP1673,Support,44,80.91,3,1,9,11,65.09,82.34,0,0,68.71,0,0,10.47,0
EMP1674,Finance,29,100.0,0,0,8,12,66.57,56.92,0,0,71.86,0,0,0.0,0
EMP1675,Support,31,86.24,4,2,13,7,30.12,73.01,1.5,3,34.12,0,1,13.01,0
EMP1676,Finance,31,76.5,3,2,2,18,65.42,83.41,1.6,0,65.79,0,0,9.23,0
EMP1677,HR,40,100.0,1,0,5,15,78.65,84.2,13.7,0,87.29,0,0,2.2,0
EMP1678,Finance,63,87.8,1,0,8,12,85.73,88.54,6.9,3,89.28,0,0,0.92,0
EMP1679,Operations,28,87.08,1,2,7,13,76.69,81.49,7.6,0,76.7,0,0,1.91,0
EMP1680,Sales,63,83.97,1,1,0,20,83.21,71.92,9.0,3,87.13,0,0,6.53,0
EMP1681,Engineering,60,100.0,0,0,8,12,55.24,90.19,6.3,1,57.3,0,0,0.75,0
EMP1682,Sales,5,75.26,6,1,2,18,65.9,65.01,9.6,3,74.27,0,1,17.16,0
EMP1683,Sales,55,71.02,8,3,10,10,20.94,66.91,10.6,0,31.92,0,0,20.3,1
EMP1684,Sales,28,87.36,3,2,14,6,84.01,72.6,2.5,1,74.93,2,0,14.29,0
EMP1685,Sales,30,66.67,9,5,6,14,68.7,63.26,9.3,3,59.3,0,2,12.83,0
EMP1686,Support,2,74.35,3,3,5,15,61.04,80.69,0,2,67.4,0,3,21.67,0
EMP1687,Support,54,89.55,5,2,0,20,67.38,80.99,9.5,1,57.0,2,0,6.86,0
EMP1688,Operations,22,100.0,0,1,14,6,75.97,82.21,8.4,0,73.63,3,1,6.67,0
EMP1689,HR,41,79.03,5,2,5,15,67.23,64.56,11.9,0,70.23,0,0,16.64,0
EMP1690,Support,44,98.12,1,0,9,11,86.64,84.48,6.7,0,87.26,1,0,0.93,0
EMP1691,Sales,39,90.82,0,3,3,17,84.08,72.7,0.8,2,82.34,0,0,5.26,0
EMP1692,Engineering,15,90.92,3,1,11,9,79.59,80.79,0,0,86.33,0,0,13.73,0
EMP1693,HR,56,99.67,1,0,4,16,73.19,63.41,4.9,0,67.4,0,2,4.24,0
EMP1694,Sales,68,94.79,0,1,9,11,48.33,75.99,8.2,1,48.26,1,0,5.46,0
EMP1695,HR,60,83.2,6,2,8,12,69.74,76.47,13.0,0,60.81,1,0,14.12,0
EMP1696,HR,83,98.05,0,0,13,7,100.0,72.48,4.6,0,100.0,0,0,0.73,0
EMP1697,Operations,75,64.87,11,4,8,12,100.0,80.53,5.9,2,96.69,1,0,10.75,0
EMP1698,Operations,23,99.84,1,0,7,13,69.96,77.55,0,2,63.57,0,0,8.06,0
EMP1699,Sales,39,96.16,3,0,7,13,67.3,80.15,0,0,70.68,0,0,5.72,0
EMP1700,Engineering,4,100.0,0,0,16,4,74.76,70.0,3.0,0,71.35,2,0,8.05,0
EMP1701,Operations,44,96.52,0,0,9,11,46.41,73.36,0.3,0,46.94,2,1,11.66,0
EMP1702,Support,49,93.31,1,0,11,9,76.26,68.38,2.2,1,84.72,0,1,9.47,0
EMP1703,HR,60,96.53,0,1,9,11,75.98,89.76,0.7,3,81.23,0,0,2.27,0
EMP1704,Support,61,88.23,2,1,11,9,79.96,73.5,0,4,70.33,2,0,3.38,0
EMP1705,Engineering,39,63.34,8,6,3,17,61.85,74.14,0,1,45.5,0,0,17.63,0
EMP1706,HR,7,67.96,8,2,3,17,83.18,72.24,10.5,1,74.49,0,2,12.52,0
EMP1707,HR,47,83.09,6,1,10,10,49.32,79.59,8.8,0,48.54,0,2,11.75,0
EMP1708,Sales,2,80.82,4,2,3,17,65.54,79.3,0,0,70.6,2,2,13.87,0
EMP1709,Operations,67,96.31,2,0,7,13,75.66,66.78,6.4,0,69.21,1,0,2.5,0
EMP1710,Operations,49,90.29,4,2,14,6,74.84,73.37,1.8,3,68.35,3,0,10.03,0
EMP1711,Operations,85,91.27,0,3,6,14,78.63,76.38,13.1,1,82.14,0,0,5.33,0
EMP1712,HR,3,93.14,0,2,3,17,87.02,81.16,3.6,1,85.28,0,0,13.23,0
EMP1713,Sales,51,85.07,4,2,10,10,65.08,76.05,2.7,0,70.81,0,1,15.5,0
EMP1714,HR,44,88.17,3,0,4,16,81.5,74.72,9.7,4,71.51,0,0,3.34,0
EMP1715,Finance,17,73.73,8,1,9,11,90.88,69.35,0,0,88.59,0,1,12.95,0
EMP1716,Operations,10,90.74,2,2,4,16,71.45,68.26,7.6,1,66.23,0,0,11.18,0
EMP1717,HR,21,100.0,0,0,14,6,96.34,78.54,0,1,100.0,1,0,2.81,0
EMP1718,Finance,15,80.13,5,3,3,17,58.21,78.21,4.3,2,57.94,0,0,12.02,1
EMP1719,Support,21,85.87,1,4,8,12,62.26,77.81,3.3,0,62.61,0,1,14.23,0
EMP1720,Finance,52,66.95,9,4,13,7,76.45,64.97,9.1,0,70.93,1,0,16.61,1
EMP1721,Sales,44,84.05,5,3,7,13,100.0,65.68,3.7,2,100.0,0,0,4.99,0
EMP1722,Engineering,34,71.04,10,4,9,11,62.99,71.22,0,0,63.42,0,0,11.06,0
EMP1723,HR,64,70.02,5,3,8,12,64.38,72.78,3.2,1,60.63,1,0,10.78,0
EMP1724,Sales,58,100.0,0,0,4,16,74.46,64.27,3.7,2,66.5,2,2,8.9,0
EMP1725,Engineering,55,99.84,0,0,6,14,43.68,82.39,0.2,1,34.05,1,0,2.62,0
EMP1726,Operations,39,75.51,5,3,12,8,64.3,91.0,10.6,1,67.94,0,0,14.0,0
EMP1727,HR,94,68.75,8,3,3,17,65.66,75.06,0,0,66.55,2,1,14.22,0
EMP1728,HR,22,68.82,5,4,9,11,93.27,78.38,0.6,0,87.58,0,0,10.55,1
EMP1729,Operations,35,100.0,0,0,6,14,46.49,85.89,2.0,0,48.67,0,0,1.29,0
EMP1730,HR,54,100.0,2,0,11,9,100.0,79.38,7.3,1,97.8,0,0,2.9,0
EMP1731,Support,35,100.0,0,0,8,12,66.26,84.77,10.0,1,72.11,0,0,2.22,0
EMP1732,Finance,54,68.97,6,5,4,16,66.81,70.63,1.3,3,66.38,3,0,15.84,0
EMP1733,Sales,69,73.21,4,5,6,14,67.55,64.39,8.7,1,73.14,0,0,7.64,1
EMP1734,Operations,22,63.93,10,5,3,17,76.61,87.73,4.6,2,70.62,0,0,18.47,0
EMP1735,HR,53,100.0,1,0,10,10,63.4,74.45,0,0,63.3,1,0,12.2,0
EMP1736,Sales,64,72.33,5,4,1,19,61.54,87.61,0,1,63.54,2,0,16.27,1
EMP1737,Finance,28,86.8,1,3,2,18,70.75,62.93,5.8,0,67.31,1,1,11.72,0
EMP1738,Engineering,62,89.21,4,0,2,18,76.3,75.86,9.1,1,79.96,1,2,7.37,0
EMP1739,Finance,25,85.07,2,3,8,12,100.0,71.65,5.8,1,100.0,1,0,4.88,0
EMP1740,Finance,69,90.54,1,0,2,18,59.57,74.33,7.4,0,52.64,0,0,1.19,0
EMP1741,Sales,21,80.0,6,3,9,11,48.43,87.81,0.3,1,47.7,0,3,16.71,0
EMP1742,Engineering,45,86.17,2,1,2,18,73.41,86.49,7.9,0,83.58,0,1,9.11,0
EMP1743,HR,56,90.18,1,0,7,13,88.27,88.92,5.1,2,87.52,1,0,5.9,0
EMP1744,Finance,92,78.47,5,5,8,12,41.97,72.46,8.6,2,45.66,1,0,16.63,0
EMP1745,Sales,58,83.33,4,2,10,10,77.01,77.14,3.3,1,76.71,0,2,9.72,0
EMP1746,Engineering,7,86.24,1,0,8,12,67.64,73.14,3.1,1,67.62,1,0,0.63,0
EMP1747,HR,66,73.35,6,3,11,9,61.1,77.22,3.2,0,48.31,0,0,13.12,0
EMP1748,Operations,49,73.51,6,6,8,12,72.19,86.41,4.1,0,68.78,2,0,14.0,0
EMP1749,Operations,46,86.01,3,0,7,13,73.2,72.5,3.6,0,71.79,2,1,10.69,0
EMP1750,Finance,14,81.03,3,2,12,8,48.91,74.41,10.9,0,55.58,0,0,9.14,0
EMP1751,Sales,44,90.05,0,2,9,11,62.18,69.05,0.4,0,64.52,0,1,14.42,0
EMP1752,Support,57,95.0,4,1,8,12,58.45,70.93,8.4,1,67.68,0,0,5.56,1
EMP1753,Operations,13,74.77,7,2,8,12,81.71,68.05,9.5,0,86.98,0,0,10.02,0
EMP1754,Finance,44,80.39,6,3,7,13,90.64,74.92,2.4,0,90.31,1,0,7.46,0
EMP1755,Operations,67,81.55,4,1,10,10,98.97,75.83,0,1,99.86,0,0,10.3,0
EMP1756,Sales,40,81.68,3,4,8,12,72.51,85.33,3.6,0,69.73,0,1,9.19,0
EMP1757,Support,25,78.76,6,3,5,15,66.03,71.2,9.4,1,71.66,0,0,11.78,1
EMP1758,HR,96,64.97,9,5,7,13,60.96,62.02,2.9,1,67.77,0,0,15.14,0
EMP1759,Engineering,44,99.04,0,1,9,11,80.62,66.87,0.7,0,83.11,0,0,2.39,0
EMP1760,Operations,54,93.73,1,0,10,10,49.74,79.26,0,1,46.24,1,0,8.2,0
EMP1761,Sales,51,89.65,3,2,5,15,85.86,75.46,6.3,1,88.52,0,0,4.85,0
EMP1762,Sales,16,100.0,0,0,6,14,72.58,80.38,6.4,3,72.28,2,0,2.66,0
EMP1763,Sales,79,95.38,2,3,4,16,70.54,71.94,10.5,0,67.55,0,0,5.16,0
EMP1764,Finance,12,89.46,3,3,13,7,92.0,75.89,4.5,4,91.97,1,0,8.67,0
EMP1765,Sales,86,98.37,0,1,8,12,97.14,78.82,0,2,97.22,0,1,1.16,0
EMP1766,Engineering,26,100.0,1,0,14,6,71.84,79.34,2.9,0,78.57,0,1,14.61,0
EMP1767,Operations,28,100.0,0,0,13,7,46.41,74.32,3.9,2,39.85,0,0,5.66,0
EMP1768,Finance,12,94.64,3,1,7,13,75.29,81.66,12.8,0,74.34,0,0,6.19,0
EMP1769,HR,31,100.0,1,3,14,6,57.91,71.05,14.1,1,52.73,0,2,13.48,0
EMP1770,Finance,67,74.87,7,4,5,15,61.79,68.68,3.4,0,55.81,0,0,13.79,0
EMP1771,Engineering,59,88.32,2,2,10,10,100.0,71.06,0,2,96.73,1,1,5.09,0
EMP1772,Engineering,15,92.27,1,2,11,9,69.95,85.78,5.9,1,70.86,0,0,8.56,0
EMP1773,Sales,55,79.84,5,3,13,7,68.09,64.62,9.1,0,75.41,0,3,21.92,0
EMP1774,Operations,94,88.89,3,4,8,12,92.24,78.08,0,0,95.07,0,0,9.68,0
EMP1775,Sales,62,80.05,3,4,10,10,100.0,76.03,0,2,97.1,1,0,12.28,0
EMP1776,Sales,45,94.6,0,0,13,7,78.14,60.5,5.4,0,75.17,0,0,3.31,0
EMP1777,Sales,26,94.49,0,0,8,12,70.61,82.6,4.2,0,71.18,0,0,1.14,0
EMP1778,Support,16,79.65,5,1,12,8,65.54,84.53,0,0,64.18,1,0,12.81,1
EMP1779,Finance,85,100.0,0,0,8,12,87.3,75.94,12.8,0,81.52,0,0,2.3,0
EMP1780,Sales,20,83.96,4,3,2,18,64.68,85.7,19.4,3,72.03,1,1,13.03,0
EMP1781,Engineering,11,93.22,0,0,11,9,56.59,79.93,0,0,58.52,0,2,4.75,1
EMP1782,Support,95,81.82,4,2,3,17,61.8,80.53,0,1,76.93,2,0,7.95,0
EMP1783,Operations,26,84.13,3,4,10,10,57.94,92.04,0,2,56.66,3,1,14.82,0
EMP1784,Support,54,93.93,1,2,7,13,66.56,80.26,8.7,1,65.95,3,1,6.31,0
EMP1785,Support,81,74.71,4,4,5,15,53.62,71.86,0,1,58.9,0,0,16.25,0
EMP1786,HR,56,84.58,6,3,13,7,62.91,73.84,0,1,54.71,2,0,13.43,0
EMP1787,HR,14,99.43,2,0,13,7,58.52,68.17,14.7,2,53.37,2,0,7.36,0
EMP1788,Sales,36,88.58,1,3,5,15,76.38,71.41,5.2,1,66.73,0,3,10.58,0
EMP1789,Engineering,78,87.29,2,0,6,14,80.61,68.09,11.4,1,76.2,0,0,3.1,0
EMP1790,Sales,62,91.54,1,2,5,15,73.05,72.47,0,2,72.06,0,0,4.72,0
EMP1791,Support,3,89.64,3,1,7,13,76.49,70.05,12.0,0,72.92,0,0,4.06,0
EMP1792,Sales,26,78.91,4,1,8,12,74.45,89.3,1.4,0,72.21,1,0,11.97,0
EMP1793,HR,59,100.0,0,0,12,8,58.07,77.44,1.9,2,63.51,0,1,12.82,1
EMP1794,Engineering,70,99.65,0,0,14,6,66.14,85.97,2.1,2,65.97,0,0,4.76,0
EMP1795,Engineering,6,100.0,0,0,7,13,81.13,70.24,0,1,86.84,0,0,1.07,0
EMP1796,Sales,58,96.53,0,1,11,9,76.55,73.04,0.8,0,74.55,2,0,4.34,0
EMP1797,Support,94,82.97,5,2,7,13,100.0,78.87,4.6,0,96.67,0,0,9.81,0
EMP1798,Support,7,100.0,0,0,7,13,74.23,74.74,0,4,75.9,1,0,4.63,0
EMP1799,Operations,59,84.05,4,3,10,10,49.58,60.14,0,2,44.41,0,0,13.01,0
EMP1800,Sales,50,94.98,0,0,7,13,74.2,62.68,13.4,1,74.51,0,0,3.18,1
EMP1801,Support,70,83.07,6,2,8,12,64.24,68.27,4.3,0,71.94,1,0,9.65,0
EMP1802,Engineering,46,100.0,0,0,0,20,58.7,73.98,1.4,0,62.98,0,0,2.55,0
EMP1803,Operations,90,97.2,2,3,6,14,61.98,78.09,10.2,0,72.19,0,0,9.32,0
EMP1804,Support,40,75.78,6,5,5,15,65.59,78.63,4.8,2,58.36,0,0,15.13,0
EMP1805,Operations,60,73.85,7,2,7,13,81.24,73.24,11.9,1,98.11,2,0,13.28,0
EMP1806,Sales,1,83.68,2,3,11,9,100.0,83.3,0,2,100.0,2,0,14.37,0
EMP1807,Finance,85,86.06,1,2,11,9,78.86,66.87,6.3,0,71.42,0,0,1.84,0
EMP1808,Sales,29,98.18,0,0,11,9,91.78,67.68,14.8,5,100.0,0,0,10.02,0
EMP1809,Sales,74,59.48,10,6,6,14,55.33,76.96,6.6,1,66.54,0,1,23.29,0
EMP1810,Operations,35,70.48,7,6,10,10,54.71,64.06,0,5,45.26,0,0,17.1,0
EMP1811,Operations,94,96.5,0,0,3,17,86.02,63.92,5.8,3,79.81,2,2,4.21,0
EMP1812,Sales,87,73.08,6,2,7,13,81.98,72.92,0,0,75.64,0,0,7.53,0
EMP1813,Operations,74,69.85,8,7,10,10,55.69,65.79,5.3,0,52.08,0,1,22.64,0
EMP1814,Finance,41,62.92,10,4,1,19,71.52,83.54,2.5,0,74.22,1,0,13.49,0
EMP1815,Finance,84,90.28,4,3,0,20,84.79,87.0,0.2,1,88.58,2,0,13.47,0
EMP1816,Support,82,84.2,2,4,10,10,68.8,66.42,7.1,0,61.31,0,0,13.05,0
EMP1817,Sales,10,77.41,6,4,7,13,72.63,81.66,0,2,74.21,1,1,15.68,0
