employeeId,department,tenureMonths,month,year,attendanceRate,lateCount,absenceCount,leaveCount,averageWorkingHours,overtimeHours,halfDayCount,previousPerformanceScore,departmentAverage,performanceScore,attritionRisk
EMP-045,Marketing,36,10,2025,94.26,2,0,0,7.28,11.48,1,63.47,72.65,77.16,0
EMP-020,Finance,21,5,2024,94.76,1,1,1,8.74,5.71,3,77.52,78.82,78.16,0
EMP-024,Engineering,25,11,2023,85.64,5,4,4,9.47,0,1,54.59,74.49,57.66,0
EMP-032,Engineering,71,12,2024,82.4,10,3,4,7.86,6.57,2,79.69,82.06,59.46,0
EMP-025,Engineering,62,9,2026,93.02,0,0,3,7.7,14.15,0,63.77,77.7,74.68,0
EMP-003,Marketing,99,8,2024,75.12,2,1,8,8.26,7.38,1,74.1,76.74,66.99,0
EMP-034,QA,38,8,2024,75.11,8,0,3,8.17,7.63,1,76.47,72.91,63.78,0
EMP-029,Marketing,26,8,2024,75.37,8,1,5,6.92,11.05,2,102.6,69.5,62.04,0
EMP-046,Finance,67,5,2025,84.11,1,0,3,8.32,5.61,2,97.23,78.8,79.0,0
EMP-005,Finance,58,7,2023,92.37,2,0,8,8.98,6.99,1,80.87,72.42,74.41,0
EMP-047,HR,67,9,2026,70.54,7,5,4,8.23,7.17,1,87.91,71.94,51.41,0
EMP-007,Engineering,74,10,2023,72.07,6,4,4,7.06,1.31,0,86.74,77.78,51.9,0
EMP-031,Engineering,80,6,2023,86.82,2,3,6,7.91,7.07,0,89.88,77.46,67.65,0
EMP-032,Engineering,54,7,2023,69.64,4,5,5,7.59,14.44,1,82.11,82.21,57.48,0
EMP-009,Marketing,86,10,2026,75.66,5,2,0,9.15,1.67,2,77.69,70.85,63.89,0
EMP-025,Engineering,35,6,2024,94.98,1,0,2,7.59,2.29,3,61.56,82.97,73.95,0
EMP-016,Engineering,85,4,2025,83.17,6,1,6,8.1,6.69,3,66.25,82.3,63.84,0
EMP-050,Sales,118,1,2026,93.39,1,1,2,7.65,9.46,1,59.03,66.73,67.08,0
EMP-043,Operations,86,6,2026,91.56,2,0,5,7.85,2.43,1,67.62,73.96,68.37,0
EMP-042,Sales,122,3,2026,73.55,10,2,2,7.52,11.41,1,79.91,63.11,50.75,0
EMP-013,Finance,58,9,2023,79.73,2,2,2,7.0,4.91,3,62.02,72.88,64.32,0
EMP-041,Marketing,63,8,2026,83.98,4,0,6,9.24,8.1,2,57.14,76.44,67.75,0
EMP-007,Engineering,82,6,2024,70.89,8,2,4,6.63,10.41,1,79.05,82.25,61.1,0
EMP-001,Operations,30,6,2024,94.55,5,3,6,6.95,13.15,0,87.34,73.29,66.42,0
EMP-002,HR,62,8,2024,84.54,8,2,6,6.98,9.04,3,56.8,72.95,49.02,0
EMP-045,Marketing,37,11,2025,94.16,0,0,4,7.43,0,3,54.56,67.73,66.53,0
EMP-011,HR,22,12,2023,93.54,2,3,4,7.46,8.81,3,93.8,72.5,66.15,0
EMP-003,Marketing,115,12,2025,83.59,1,0,2,7.92,9.4,2,72.65,70.82,78.62,0
EMP-038,Finance,86,10,2025,85.22,3,0,1,7.85,6.53,2,92.7,75.53,76.12,0
EMP-015,Operations,69,6,2025,98.37,0,0,5,9.43,6.91,2,98.02,66.0,89.37,0
EMP-049,HR,63,5,2024,86.92,5,3,2,7.31,4.81,1,71.77,72.7,65.54,0
EMP-004,Finance,57,5,2023,70.82,7,1,1,8.89,10.02,0,59.05,74.29,62.44,0
EMP-039,Sales,48,4,2025,89.91,4,2,6,9.09,7.19,2,82.86,71.46,72.76,0
EMP-011,HR,46,12,2025,88.73,3,2,3,8.74,7.35,1,85.03,77.11,74.22,0
EMP-029,Marketing,34,4,2025,75.6,2,4,4,7.83,10.4,3,95.75,68.35,67.45,0
EMP-033,Engineering,77,4,2024,75.73,4,1,4,8.51,2.59,1,64.89,77.14,67.79,0
EMP-050,Sales,126,9,2026,93.32,1,1,1,8.62,9.99,2,69.74,65.89,73.58,0
EMP-003,Marketing,82,3,2023,89.57,1,1,5,7.32,4.36,1,66.3,72.71,67.3,0
EMP-027,Marketing,76,4,2025,84.36,9,4,6,9.23,1.6,1,70.83,76.94,51.17,0
EMP-010,HR,43,9,2024,94.26,1,1,2,8.15,7.35,1,58.97,77.4,70.77,0
EMP-035,Finance,8,6,2023,97.98,0,0,2,8.35,14.22,1,70.95,72.96,80.45,0
EMP-016,Engineering,100,7,2026,85.06,1,3,4,7.36,7.74,3,73.68,79.56,67.42,0
EMP-048,Sales,116,10,2026,75.55,1,1,0,8.04,10.9,2,76.72,71.79,68.53,0
EMP-021,HR,77,4,2026,87.44,6,2,2,6.56,4.97,2,92.82,69.65,65.1,0
EMP-014,Sales,43,11,2025,80.48,8,1,1,7.95,11.84,2,76.26,68.4,59.55,0
EMP-033,Engineering,89,4,2025,80.0,4,2,6,9.16,8.87,2,66.13,77.38,67.45,0
EMP-042,Sales,101,6,2024,66.62,9,6,6,8.36,14.3,0,91.52,63.24,48.91,0
EMP-012,Finance,100,12,2024,65.02,8,4,5,6.63,3.28,1,74.25,76.72,48.23,0
EMP-037,QA,84,4,2023,71.53,5,6,2,8.5,2.89,0,84.9,71.75,57.09,0
EMP-016,Engineering,99,6,2026,92.78,5,3,2,8.51,2.27,2,63.76,82.19,58.84,0
EMP-033,Engineering,67,6,2023,85.67,1,1,5,7.07,8.86,1,72.09,80.37,68.19,0
EMP-034,QA,52,10,2025,83.61,4,0,0,7.28,13.53,2,86.26,76.94,69.59,0
EMP-034,QA,36,6,2024,84.07,5,3,4,9.45,0.63,2,78.74,74.6,60.82,0
EMP-001,Operations,55,7,2026,90.14,5,0,7,7.37,5.58,2,87.7,66.85,64.9,0
EMP-020,Finance,10,6,2023,98.31,0,0,6,9.34,0.48,0,82.35,79.18,88.06,0
EMP-002,HR,78,12,2025,66.63,3,6,5,6.76,10.63,2,59.88,74.94,49.22,0
EMP-038,Finance,60,8,2023,79.33,0,1,6,8.52,12.12,1,85.37,73.14,79.73,0
EMP-003,Marketing,112,9,2025,82.51,0,1,3,6.69,0.57,3,68.67,67.31,60.04,0
EMP-039,Sales,67,11,2026,82.68,5,3,2,6.92,3.75,2,92.06,70.22,60.84,0
EMP-050,Sales,96,3,2024,92.78,3,1,2,7.96,2.35,2,66.4,63.3,70.84,0
EMP-046,Finance,53,3,2024,91.24,5,0,6,8.23,0,2,97.92,75.5,69.61,0
EMP-023,Marketing,91,9,2023,82.86,3,2,3,7.88,14.37,2,62.12,68.28,58.83,0
EMP-012,Finance,119,7,2026,79.6,4,3,3,6.91,2.07,0,84.51,72.87,65.49,0
EMP-012,Finance,116,4,2026,76.73,5,2,5,8.52,7.96,0,80.68,78.12,66.8,0
EMP-017,Engineering,109,4,2026,83.7,5,6,3,8.22,0.06,2,89.13,79.65,53.37,0
EMP-025,Engineering,25,8,2023,95.94,0,0,2,6.94,11.46,3,57.75,76.28,75.78,0
EMP-008,Marketing,31,10,2024,79.44,2,2,1,6.59,5.17,0,62.62,74.04,65.9,0
EMP-050,Sales,101,8,2024,97.46,1,1,2,6.6,3.92,3,63.91,69.1,62.53,0
EMP-031,Engineering,78,4,2023,86.37,4,2,5,8.86,12.02,3,93.13,74.47,69.38,0
EMP-043,Operations,72,4,2025,85.66,2,2,3,7.41,3.15,3,67.9,72.48,57.94,0
EMP-036,HR,81,9,2025,88.43,3,0,0,9.19,4.16,2,66.72,78.53,77.52,0
EMP-016,Engineering,71,2,2024,82.96,3,0,3,7.51,7.0,0,75.21,82.02,69.06,0
EMP-025,Engineering,64,11,2026,93.54,1,1,0,9.45,14.91,3,62.76,79.09,77.69,0
EMP-020,Finance,42,2,2026,97.39,2,0,3,8.33,3.86,3,88.02,73.06,76.85,0
EMP-002,HR,84,6,2026,80.65,10,4,6,9.36,2.82,1,58.9,76.66,50.31,0
EMP-020,Finance,49,9,2026,93.54,1,1,3,8.92,5.67,3,89.37,78.34,78.69,0
EMP-026,HR,74,10,2024,88.6,2,3,1,8.75,11.68,1,94.07,74.08,75.29,0
EMP-027,Marketing,70,10,2024,84.4,3,3,2,6.78,13.85,2,69.28,76.14,66.7,0
EMP-038,Finance,67,3,2024,80.99,2,2,4,8.51,7.75,2,95.03,78.42,69.71,0
EMP-045,Marketing,46,8,2026,97.04,0,0,2,6.58,0,1,60.97,70.9,75.54,0
EMP-032,Engineering,77,6,2025,83.56,7,3,8,7.21,0,2,83.84,78.48,58.2,0
EMP-005,Finance,100,1,2027,92.16,0,0,2,8.21,14.42,2,77.99,74.3,77.64,0
EMP-042,Sales,118,11,2025,71.4,9,5,2,7.62,10.97,2,89.78,69.17,56.34,0
EMP-031,Engineering,94,8,2024,81.04,4,2,6,8.71,10.04,1,92.74,78.53,73.79,0
EMP-006,Marketing,22,7,2024,80.83,3,3,2,9.43,14.16,2,86.83,74.65,67.3,0
EMP-005,Finance,78,3,2025,92.06,2,0,3,6.53,8.2,0,86.81,80.74,75.66,0
EMP-008,Marketing,55,10,2026,86.06,1,2,0,7.89,1.73,2,56.77,76.62,64.74,0
EMP-015,Operations,68,5,2025,97.37,1,0,0,7.21,2.35,3,86.95,67.91,74.08,0
EMP-050,Sales,125,8,2026,96.22,1,0,5,8.81,4.58,3,67.43,72.24,75.4,0
EMP-049,HR,73,3,2025,87.94,3,3,6,8.87,14.14,0,69.95,75.23,70.44,0
EMP-033,Engineering,99,2,2026,90.3,3,1,1,9.33,3.52,1,63.1,76.2,73.6,0
EMP-039,Sales,62,6,2026,79.96,1,3,2,8.67,7.08,1,81.68,63.9,69.25,0
EMP-026,HR,88,12,2025,84.35,5,1,3,6.78,0,1,82.29,76.41,67.69,0
EMP-038,Finance,71,7,2024,86.99,3,2,2,9.44,0,1,90.17,80.92,74.11,0
EMP-028,Engineering,114,7,2025,79.03,0,1,8,7.43,11.06,3,84.31,79.46,67.97,0
EMP-008,Marketing,51,6,2026,79.14,1,0,2,7.79,3.23,0,55.1,70.19,66.39,0
EMP-020,Finance,17,1,2024,96.04,2,1,3,7.25,7.99,0,90.92,76.45,75.88,0
EMP-022,Sales,45,2,2025,65.23,7,6,2,7.35,3.08,0,79.03,68.39,42.72,0
EMP-012,Finance,118,6,2026,82.0,6,2,5,9.36,13.15,2,77.11,74.5,66.22,0
EMP-020,Finance,8,4,2023,95.7,5,1,2,8.47,12.96,2,88.88,74.48,80.47,0
EMP-007,Engineering,75,11,2023,65.76,8,6,4,9.2,3.02,0,74.0,82.23,50.55,0
EMP-038,Finance,74,10,2024,80.78,1,2,0,7.95,10.12,0,91.94,79.64,75.34,0
EMP-032,Engineering,76,5,2025,74.05,6,3,2,8.14,5.35,0,83.06,77.35,64.02,0
EMP-010,HR,65,7,2026,93.07,2,1,2,7.51,7.54,2,64.74,71.73,73.29,0
EMP-040,Finance,97,4,2024,94.27,3,1,3,9.32,10.63,0,83.29,75.22,86.38,0
EMP-021,HR,70,9,2025,89.74,4,3,3,7.8,1.63,0,101.47,69.38,68.75,0
EMP-021,HR,38,1,2023,84.35,4,3,5,7.03,13.56,3,100.56,76.79,70.05,0
EMP-001,Operations,25,1,2024,81.0,2,2,5,7.86,5.83,3,76.01,68.31,64.76,0
EMP-033,Engineering,97,12,2025,78.58,0,2,3,7.71,5.38,2,64.88,76.24,69.52,0
EMP-004,Finance,75,11,2024,84.51,6,1,1,7.85,10.74,3,59.73,77.51,66.56,0
EMP-042,Sales,98,3,2024,77.71,9,5,3,8.08,3.31,3,91.91,63.88,54.24,0
EMP-033,Engineering,74,1,2024,76.34,2,2,1,7.69,7.61,1,70.73,73.12,64.63,0
EMP-003,Marketing,104,1,2025,84.14,0,1,5,7.82,10.88,0,65.65,73.95,72.4,0
EMP-048,Sales,89,7,2024,79.75,0,0,7,8.58,4.57,0,68.26,70.29,70.82,0
EMP-041,Marketing,22,3,2023,93.02,5,0,3,7.46,0,1,70.13,73.37,69.44,0
EMP-050,Sales,102,9,2024,95.25,1,0,2,6.84,13.84,3,61.87,66.1,74.3,0
EMP-001,Operations,51,3,2026,94.41,6,0,6,8.22,4.69,2,81.17,67.43,69.12,0
EMP-033,Engineering,73,12,2023,90.62,0,2,5,7.61,2.1,1,70.52,79.3,72.63,0
EMP-028,Engineering,108,1,2025,75.34,2,2,4,8.59,9.27,1,87.64,81.65,74.34,0
EMP-011,HR,48,2,2026,81.57,1,2,3,6.62,5.18,3,89.26,77.31,66.06,0
EMP-008,Marketing,39,6,2025,81.32,2,0,2,8.76,12.14,2,63.0,68.32,70.08,0
EMP-046,Finance,65,3,2025,91.0,5,0,4,8.7,6.32,1,97.3,75.48,76.73,0
EMP-018,HR,50,8,2025,87.89,1,2,4,9.22,3.29,0,70.23,73.65,69.43,0
EMP-037,QA,106,2,2025,70.41,3,3,0,8.59,4.84,0,74.72,75.86,66.19,0
EMP-011,HR,20,10,2023,92.6,4,2,2,8.99,2.16,2,90.46,73.17,73.34,0
EMP-021,HR,86,1,2027,91.8,1,2,2,6.59,6.3,3,98.03,75.1,74.94,0
EMP-025,Engineering,31,2,2024,98.53,1,0,3,8.23,14.07,0,56.69,81.45,83.35,0
EMP-030,QA,82,5,2025,97.73,1,1,3,8.01,7.39,1,53.25,74.74,69.49,0
EMP-002,HR,81,3,2026,70.88,7,4,3,9.46,7.01,2,50.14,76.07,52.27,0
EMP-028,Engineering,119,12,2025,87.69,2,2,1,8.28,11.63,2,91.86,77.7,75.8,0
EMP-019,QA,38,10,2023,74.93,6,3,1,7.64,13.08,1,91.65,75.98,60.09,0
EMP-040,Finance,108,3,2025,94.36,4,0,4,6.84,4.48,3,89.99,77.45,70.39,0
EMP-034,QA,24,6,2023,94.85,0,0,3,8.88,5.07,1,80.11,79.01,80.61,0
EMP-035,Finance,16,2,2024,93.84,0,1,3,7.9,10.9,1,74.06,75.97,78.36,0
EMP-004,Finance,53,1,2023,80.22,8,2,3,7.74,4.79,1,66.41,72.62,57.12,0
EMP-039,Sales,51,7,2025,86.51,3,2,6,8.69,6.27,1,81.01,66.25,66.04,0
EMP-027,Marketing,52,4,2023,84.82,5,6,3,7.86,2.27,0,74.54,70.68,57.71,0
EMP-024,Engineering,21,7,2023,94.52,6,4,5,8.3,4.89,1,58.77,82.33,54.37,0
EMP-038,Finance,61,9,2023,79.85,3,1,3,8.31,10.03,1,84.14,72.89,76.31,0
EMP-029,Marketing,31,1,2025,90.66,6,1,1,8.53,7.8,1,97.76,71.71,74.17,0
EMP-042,Sales,119,12,2025,73.13,5,4,1,7.49,12.04,2,88.47,69.33,62.3,0
EMP-036,HR,64,4,2024,85.4,4,3,3,8.66,4.38,1,66.11,74.67,68.18,0
EMP-048,Sales,80,10,2023,91.75,0,1,4,6.73,5.76,0,83.46,63.54,73.13,0
EMP-022,Sales,28,9,2023,79.43,7,4,1,8.07,3.17,3,81.26,67.06,52.96,0
EMP-030,QA,86,9,2025,93.41,0,1,1,6.57,13.53,3,64.18,79.38,68.11,0
EMP-028,Engineering,109,2,2025,83.68,2,0,2,8.0,14.88,1,84.85,82.57,82.03,0
EMP-049,HR,91,9,2026,91.74,4,0,4,6.55,1.91,0,83.41,76.97,67.39,0
EMP-003,Marketing,85,6,2023,76.94,1,1,4,7.04,6.49,3,68.22,73.35,64.41,0
EMP-024,Engineering,60,10,2026,73.59,7,0,0,6.97,10.33,2,66.8,78.97,57.03,0
EMP-045,Marketing,25,11,2024,96.59,2,0,0,9.3,11.94,1,53.6,76.24,82.18,0
EMP-014,Sales,16,8,2023,77.88,5,0,2,7.69,9.46,2,88.23,65.37,73.15,0
EMP-034,QA,45,3,2025,87.66,7,1,6,8.71,3.14,1,88.05,73.32,67.89,0
EMP-023,Marketing,84,2,2023,81.58,3,1,1,8.31,10.85,3,61.04,70.3,64.49,0
EMP-001,Operations,46,10,2025,84.35,2,0,3,8.05,13.83,0,77.51,72.24,72.1,0
EMP-019,QA,48,8,2024,95.18,1,4,5,7.55,0.18,2,82.21,73.58,65.59,0
EMP-006,Marketing,45,6,2026,83.55,1,3,3,7.93,0,3,87.96,71.95,69.89,0
EMP-026,HR,76,12,2024,82.36,3,1,1,6.69,5.69,2,93.49,71.91,66.05,0
EMP-027,Marketing,54,6,2023,72.0,4,5,6,7.69,1.89,2,71.09,70.04,46.93,0
EMP-015,Operations,71,8,2025,95.4,0,0,2,6.55,8.72,1,98.03,71.04,82.93,0
EMP-028,Engineering,122,3,2026,77.31,3,0,3,7.51,11.84,3,84.45,81.35,71.3,0
EMP-045,Marketing,22,8,2024,93.73,0,1,4,7.79,9.68,2,60.34,71.39,68.1,0
EMP-044,Operations,97,2,2024,90.0,2,0,3,6.71,3.86,3,61.22,72.69,61.68,0
EMP-016,Engineering,94,1,2026,85.88,2,3,5,6.95,0,1,76.82,74.57,59.5,0
EMP-008,Marketing,19,10,2023,79.92,2,1,1,8.48,14.56,2,59.37,69.6,68.53,0
EMP-002,HR,53,11,2023,67.52,6,3,2,7.94,9.38,3,55.92,76.5,53.99,0
EMP-050,Sales,86,5,2023,94.38,0,0,1,7.9,8.55,1,70.27,69.36,76.83,0
EMP-036,HR,57,9,2023,87.36,2,2,0,7.8,4.76,2,66.25,75.89,63.24,0
EMP-022,Sales,42,11,2024,67.86,8,6,0,9.38,12.49,3,86.28,67.29,54.84,0
EMP-022,Sales,34,3,2024,72.23,9,4,5,7.71,0,2,78.16,71.51,43.84,0
EMP-008,Marketing,25,4,2024,85.74,6,2,3,8.31,11.45,2,52.29,67.32,55.73,0
EMP-010,HR,23,1,2023,96.7,1,1,3,9.41,14.73,1,54.18,71.68,76.88,0
EMP-015,Operations,76,1,2026,94.17,0,1,4,8.14,0.18,2,91.82,73.51,79.56,0
EMP-032,Engineering,64,5,2024,71.6,8,3,3,9.27,4.18,1,84.14,78.58,59.96,0
EMP-022,Sales,21,2,2023,68.93,8,2,1,8.17,12.22,1,83.22,65.31,57.3,0
EMP-002,HR,75,9,2025,76.94,3,2,0,8.98,4.9,1,52.06,69.64,62.96,0
EMP-036,HR,63,3,2024,92.57,5,2,4,6.8,0,0,66.74,76.32,56.39,0
EMP-037,QA,100,8,2024,78.77,4,3,8,7.69,12.93,1,84.69,73.43,61.39,0
EMP-030,QA,90,1,2026,94.55,2,0,3,8.01,11.08,2,53.02,73.88,76.37,0
EMP-003,Marketing,117,2,2026,80.8,1,0,4,8.12,1.99,0,67.56,74.35,75.41,0
EMP-021,HR,47,10,2023,83.17,4,0,2,6.73,8.86,3,94.45,69.52,67.12,0
EMP-034,QA,33,3,2024,84.25,4,2,2,6.93,9.98,1,78.08,71.35,71.21,0
EMP-049,HR,49,3,2023,86.61,6,0,2,7.62,10.05,2,71.06,77.06,66.63,0
EMP-031,Engineering,83,9,2023,84.87,2,3,3,8.78,12.85,2,90.21,79.22,74.4,0
EMP-006,Marketing,4,1,2023,82.75,4,3,3,8.36,13.71,3,91.39,70.64,72.25,0
EMP-037,QA,93,1,2024,73.34,6,3,4,6.74,3.75,2,87.64,74.61,56.63,0
EMP-032,Engineering,81,10,2025,84.33,4,6,2,9.0,8.78,3,83.28,77.39,57.93,0
EMP-009,Marketing,73,9,2025,70.93,0,0,2,8.34,8.06,0,85.52,69.51,73.51,0
EMP-036,HR,92,8,2026,83.56,5,2,8,8.85,9.1,0,54.21,76.4,62.7,0
EMP-048,Sales,91,9,2024,88.38,2,2,3,7.37,14.28,2,81.48,64.33,72.58,0
EMP-016,Engineering,80,11,2024,90.09,2,0,1,8.22,6.35,1,74.62,79.57,79.31,0
EMP-040,Finance,124,7,2026,94.71,0,1,6,6.8,12.63,3,86.85,73.17,73.01,0
EMP-023,Marketing,129,11,2026,85.57,1,0,2,7.63,7.23,3,50.22,73.76,70.89,0
EMP-024,Engineering,29,3,2024,97.4,8,4,6,9.35,9.51,2,53.9,82.65,55.67,0
EMP-006,Marketing,6,3,2023,85.64,8,2,4,8.48,6.75,2,95.71,72.06,68.21,0
EMP-047,HR,44,10,2024,71.64,10,2,0,7.64,3.86,3,82.0,69.33,55.79,0
EMP-003,Marketing,80,1,2023,90.0,0,1,4,7.24,3.78,1,79.48,72.97,75.28,0
EMP-017,Engineering,84,3,2024,75.0,5,6,2,7.86,14.51,0,91.8,80.15,63.36,0
EMP-036,HR,73,1,2025,88.69,1,0,4,8.26,3.93,0,55.37,77.18,69.12,0
EMP-020,Finance,29,1,2025,95.02,1,0,1,8.52,2.07,3,90.25,79.5,85.17,0
EMP-020,Finance,51,11,2026,95.87,1,1,3,8.1,8.83,0,81.29,78.76,81.56,0
EMP-012,Finance,91,3,2024,77.14,9,6,5,7.37,0,2,89.96,80.75,46.51,0
EMP-006,Marketing,41,2,2026,94.68,4,3,2,6.72,4.58,1,84.19,68.26,66.83,0
EMP-020,Finance,48,8,2026,95.39,0,0,7,7.88,7.21,0,77.85,74.32,80.56,0
EMP-015,Operations,75,12,2025,94.17,1,1,3,7.91,6.75,2,95.36,65.75,74.53,0
EMP-043,Operations,94,2,2027,81.52,2,0,2,8.45,1.66,2,73.0,68.7,69.81,0
EMP-016,Engineering,105,12,2026,90.49,1,0,5,8.78,10.27,1,76.65,80.45,79.34,0
EMP-035,Finance,49,11,2026,96.16,0,1,0,8.85,1.99,0,71.18,71.67,81.32,0
EMP-005,Finance,75,12,2024,98.26,0,1,1,6.61,14.48,3,79.64,78.58,75.06,0
EMP-018,HR,47,5,2025,82.69,3,1,4,6.76,12.01,0,69.14,73.57,70.22,0
EMP-015,Operations,86,11,2026,92.48,2,1,3,7.0,10.18,1,90.56,73.76,74.78,0
EMP-049,HR,86,4,2026,91.56,7,0,5,7.04,10.71,3,78.58,69.2,64.84,0
EMP-025,Engineering,32,3,2024,95.97,4,0,5,9.17,1.95,2,53.73,79.8,68.58,0
EMP-003,Marketing,89,10,2023,76.75,3,2,3,7.27,6.14,2,75.54,68.63,61.99,0
EMP-002,HR,49,7,2023,83.44,5,6,7,7.44,7.76,2,53.06,72.72,43.07,0
EMP-021,HR,44,7,2023,81.42,1,2,6,7.34,0,1,98.21,77.51,74.38,0
EMP-048,Sales,84,2,2024,76.57,3,2,0,8.58,12.68,3,78.79,66.33,64.36,0
EMP-024,Engineering,32,6,2024,70.62,0,4,7,9.23,4.34,3,54.13,78.71,57.01,0
EMP-038,Finance,75,11,2024,88.18,3,0,1,6.86,5.39,1,91.45,76.95,73.65,0
EMP-035,Finance,43,5,2026,93.52,0,0,0,8.3,6.41,2,73.87,71.97,83.17,0
EMP-044,Operations,104,9,2024,77.32,6,2,0,6.86,11.78,2,61.68,66.87,57.57,0
EMP-003,Marketing,106,3,2025,91.27,3,2,5,8.63,3.86,0,74.04,76.54,70.28,0
EMP-028,Engineering,105,10,2024,89.28,2,1,1,6.93,0.35,3,88.36,80.04,74.7,0
EMP-044,Operations,98,3,2024,86.6,3,0,3,8.36,9.36,2,73.31,72.97,77.41,0
EMP-024,Engineering,48,10,2025,72.87,5,2,2,8.94,0.87,3,68.38,82.67,63.22,0
EMP-010,HR,33,11,2023,93.85,1,0,0,6.69,1.28,0,66.8,72.44,69.79,0
EMP-047,HR,57,11,2025,78.76,5,3,0,9.24,9.23,1,82.16,69.12,66.7,0
EMP-029,Marketing,21,3,2024,82.34,10,1,6,8.53,14.79,3,88.5,69.75,59.33,0
EMP-041,Marketing,46,3,2025,92.1,6,1,5,8.78,9.62,1,59.95,70.12,62.92,0
EMP-043,Operations,92,12,2026,79.22,1,2,5,7.91,10.19,2,66.59,73.34,61.62,0
EMP-010,HR,27,5,2023,93.22,1,1,4,6.79,13.28,0,62.78,69.55,67.34,0
EMP-013,Finance,74,1,2025,85.63,3,0,4,9.23,9.34,2,59.85,75.55,75.75,0
EMP-042,Sales,129,10,2026,72.15,7,2,3,6.69,4.62,3,91.94,63.89,49.71,0
EMP-025,Engineering,22,5,2023,92.9,1,1,3,7.21,13.85,3,64.67,75.47,67.67,0
EMP-012,Finance,90,2,2024,76.69,10,5,2,9.01,6.34,1,74.25,76.4,49.62,0
EMP-041,Marketing,29,10,2023,84.4,1,1,4,8.33,12.88,3,65.2,76.5,66.22,0
EMP-041,Marketing,65,10,2026,83.16,4,3,3,9.33,12.66,0,60.85,73.32,64.22,0
EMP-008,Marketing,58,1,2027,87.01,1,0,3,6.7,10.41,0,48.12,68.56,69.51,0
EMP-018,HR,61,7,2026,91.71,1,1,6,7.47,2.45,3,74.15,69.19,68.19,0
EMP-036,HR,96,12,2026,80.96,5,1,5,8.24,13.54,1,60.69,74.53,60.95,0
EMP-004,Finance,90,2,2026,86.79,3,4,3,9.1,3.49,1,64.52,74.03,68.21,0
EMP-046,Finance,46,8,2023,90.44,1,1,8,8.35,6.04,1,85.24,76.02,76.68,0
EMP-020,Finance,39,11,2025,93.26,0,1,3,7.69,3.08,3,80.1,79.35,73.43,0
EMP-035,Finance,12,10,2023,97.3,1,1,4,8.68,0,2,62.16,74.07,69.28,0
EMP-040,Finance,102,9,2024,94.0,0,1,0,8.74,10.18,0,92.56,78.25,92.65,0
EMP-014,Sales,50,6,2026,91.17,4,0,6,8.67,2.86,3,89.32,67.03,74.34,0
EMP-018,HR,67,1,2027,75.02,2,1,5,7.74,0.17,3,69.93,76.55,56.44,0
EMP-036,HR,58,10,2023,93.78,5,0,4,7.99,12.57,1,67.94,73.96,73.87,0
EMP-003,Marketing,96,5,2024,80.84,3,1,1,9.35,1.09,3,72.64,69.68,67.39,0
EMP-003,Marketing,129,2,2027,87.32,0,1,2,9.41,0.02,0,72.22,76.5,74.65,0
EMP-045,Marketing,50,12,2026,95.75,2,1,3,8.25,0,2,60.53,75.33,71.34,0
EMP-030,QA,89,12,2025,94.36,2,1,5,8.87,10.62,3,61.38,75.72,71.98,0
EMP-024,Engineering,24,10,2023,77.37,4,1,3,7.68,10.42,0,64.91,76.49,64.25,0
EMP-022,Sales,38,7,2024,68.86,7,2,5,9.43,11.57,0,78.94,67.49,58.15,0
EMP-050,Sales,107,2,2025,98.48,1,1,2,8.03,9.7,2,59.87,67.05,70.09,0
EMP-044,Operations,118,11,2025,86.57,8,1,0,6.79,12.72,1,75.62,68.91,67.83,0
EMP-001,Operations,37,1,2025,83.58,4,1,4,8.45,10.27,1,88.56,65.45,68.53,0
EMP-028,Engineering,89,6,2023,83.8,0,2,5,9.15,12.76,2,94.57,73.69,80.95,0
EMP-042,Sales,104,9,2024,68.0,8,3,4,8.34,10.73,3,92.57,70.21,60.13,0
EMP-008,Marketing,57,12,2026,75.63,2,2,4,7.62,3.47,0,55.06,72.48,59.15,0
EMP-044,Operations,126,7,2026,97.55,2,3,4,6.9,14.81,3,75.15,72.51,68.04,0
EMP-045,Marketing,8,6,2023,94.33,1,0,4,7.14,9.28,2,51.81,76.44,74.66,0
EMP-003,Marketing,88,9,2023,82.35,3,1,4,7.73,5.23,2,66.38,74.23,67.45,0
EMP-043,Operations,54,10,2023,77.75,0,0,0,6.92,14.87,2,66.91,68.9,69.14,0
EMP-030,QA,77,12,2024,94.21,1,0,5,7.51,7.77,2,49.57,73.94,72.94,0
EMP-026,HR,63,11,2023,84.89,4,1,2,8.0,11.75,2,82.8,76.37,68.18,0
EMP-013,Finance,84,11,2025,78.52,2,2,0,8.83,3.07,0,59.59,80.82,67.11,0
EMP-034,QA,57,3,2026,94.33,9,4,6,7.59,6.05,3,82.75,78.61,50.86,0
EMP-023,Marketing,113,7,2025,77.2,1,0,8,8.7,3.82,3,60.98,74.85,67.1,0
EMP-011,HR,60,2,2027,91.83,4,0,3,8.02,13.52,0,82.66,69.81,77.57,0
EMP-039,Sales,40,8,2024,73.94,0,1,5,8.45,11.53,3,82.58,63.41,70.89,0
EMP-018,HR,25,7,2023,79.74,0,1,8,9.37,6.3,2,65.02,75.31,73.58,0
EMP-049,HR,89,7,2026,87.14,3,3,8,7.7,0,2,83.1,75.71,62.97,0
